course_id,title,description,status,created_at
2148836596,Strategi Berkomunikasi untuk Penglibatan Awam dan Pengaruh,"Komunikasi berkesan diakui sebagai kunci utama dalam meningkatkan penglibatan dengan orang awam, pemberi dana, dan pembuat dasar. Dalam kursus ini, anda akan mempelajari cara memperkukuh strategi komunikasi anda, termasuk penyampaian mesej, penceritaan, pemasaran digital, dan penglibatan media. Dengan mengasah kemahiran komunikasi, anda akan lebih bersedia untuk meningkatkan kesedaran, menarik pembiayaan, dan mempengaruhi keputusan dasar.",ready,2024-12-10T02:47:08.634Z
2148864395,Explore Responsible AI,"Understand and implement responsible AI practices, including best practices, principles, and the global implications of human-AI interaction.

By completing this module, you'll be able to:
1. Evaluate the ethical implications in AI by critically analyzing AI-generated content and cross-verifying information from multiple sources.
2. Assess the ethical and security concerns associated with deepfakes, including their potential misuse in spreading misinformation and impersonation.
3. Evaluate the global human-AI interactions by analyzing key factors such as data privacy, algorithmic bias, transparency, and legal liability.",ready,2025-01-10T04:08:19.744Z
2148897174,Technological Adoption for Business Transformation,"Technological Adoption for Business Transformation explores the role of technology in driving business efficiency and growth, with a focus on empowering women entrepreneurs. Led by Amalia Hayati, Chief Content Officer for Bawana, this course provides insights into digital transformation strategies, technology-driven business models, and success stories of women leveraging tech for innovation. Learn how to integrate digital tools, enhance operational efficiency, and stay competitive in an evolving marketplace.",ready,2025-02-10T10:53:50.995Z
2148897203,Reflections on Future-Forward Insights,"Reflections on Future-Forward Insights explores goal-setting psychology, structured frameworks, and strategic planning tools for long-term success. Led by Mala K, Training & Mentorship Manager at Mereka, this course provides insights into BHAG (Big, Hairy, Audacious Goals), SMART goals, WOOP, PACT, OKRs, and SWOT/PESTLE analysis. Learn how to align your goals with your vision, stay motivated, and use strategic planning to make informed decisions.",ready,2025-02-10T11:43:38.152Z
2148875088,Preparation Course for Azure AI Fundamentals (AI-900),"Pelatihan Azure AI Fundamentals dirancang untuk siapa saja yang tertarik untuk mempelajari tentang jenis solusi yang dimungkinkan oleh kecerdasan buatan (AI), dan layanan di Microsoft Azure yang dapat kamu gunakan untuk membuatnya. Kamu tidak perlu memiliki pengalaman menggunakan Microsoft Azure sebelum mengikuti pelatihan ini, cukup memiliki tingkat dasar komputer dan internet. ",ready,2025-01-21T07:31:33.171Z
2148897104,Embracing the Evolution of Leadership,"Embracing the Evolution of Leadership is designed to help entrepreneurs and professionals navigate the changing leadership landscape. Led by Mallory Loone, this course explores the transformation of leadership, resilience in business, and inclusive leadership practices. Through real-world insights and case studies, you’ll learn how to adapt to modern leadership challenges, foster innovation, and lead with confidence. By the end of this course, you’ll be equipped with the strategies needed to thrive in today’s evolving business environment.",ready,2025-02-10T09:20:06.280Z
2149208617,Pengenalan Kepada Learning Accelerators,"Learning Accelerators ialah kategori baharu alat pembelajaran dalam Microsoft 365 Education yang memudahkan proses penyediaan, semakan, dan analisis tugasan latihan, sambil menyediakan bimbingan masa nyata kepada pelajar bagi membantu mereka mengajar, mengekalkan, dan meningkatkan prestasi pembelajaran. Learning Accelerators direka untuk membantu pendidik membuka potensi sepenuhnya setiap pelajar melalui alat yang menyokong kemahiran asas dan kemahiran masa hadapan. Dengan alat ini, pendidik dapat memberi peluang tambahan kepada setiap pelajar untuk belajar, berlatih, dan menerima bimbingan yang disasarkan secara serta-merta dalam persekitaran inklusif yang menyokong penambahbaikan berterusan.",ready,2025-10-21T11:06:13.633Z
2148158732,Digital Transformation,"Discovering digital transformation will bring your business to the next level. In the Digital Transformation course, you’ll learn about digital transformation strategies, including business models, teams, payments, and data. Discover how these can enhance growth, efficiency, and team experience. Join us and propel your business towards digital transformation!",ready,2023-03-20T08:23:54.071Z
2148169302,Boosting Sales and Productivity with ChatGPT Insights,"Unlock the full potential of Chat GPT and skyrocket your sales and productivity in this dynamic course! Discover powerful techniques to leverage Chat GPT and seize sales opportunities like never before. Dive deep into the art of idea generation, thought organisation, database modelling, market research, and crafting compelling business proposals using the unmatched capabilities of Chat GPT. Gain the edge you need to excel in the fast-paced world of business. Join us and revolutionise the way you create sales opportunities, boost productivity, and take your success to new heights!",ready,2023-03-30T04:46:32.379Z
2148185632,ChatGPT for Job Search and Career Development,"Learn how to use Chat GPT to your advantage in your job search and beyond with the help of this course. You will learn how to network successfully, produce compelling cover letters, resumes, and LinkedIn profiles, and negotiate a higher salary using Chat GPT.",ready,2023-04-17T06:55:51.661Z
2148257973,Pikat Hati Klien Pertama Anda,"Satu ciri utama usahawan adalah bijak mencari solusi dan cekal menempuh cabaran. Dalam kursus ini, anda akan pelajari cara mendekati jaringan sedia ada serta membina hubungan dengan klien pertama anda.",ready,2023-07-05T04:19:33.357Z
2148257982,Dapatkan Pekerjaan Idaman Anda,"Mendapatkan pekerjaan yang menepati aspirasi kerjaya dan hidup adalah impian ramai orang. Bagi mendapatkan kerja yang sesuai, anda perlu mengenali diri sendiri terlebih dahulu. Dalam kursus ini, anda akan teroka aspirasi anda. Kemudian, anda akan pelajari langkah mencari dan mendapatkan pekerjaan yang juga merupakan satu kemahiran. ",ready,2023-07-05T04:37:05.568Z
2148258206,Wibawa dalam Kerjaya Anda,"Selepas menamatkan fasa alam persekolahan, mencari pekerjaan dan mendapat pekerjaan pertama yang melelahkan, kini anda akan memulakan kerjaya. Perubahan dari alam persekolahan dan pekerjaan boleh jadi amat memenatkan dan memberi tekanan. Mempelajari cara untuk berjaya dalam peranan baharu ini adalah penting. Kita akan lihat rahsia untuk berwibawa dalam kerjaya, memegang prinsip minda dinamik dan strategi untuk membangunkan kerjaya anda.",ready,2023-07-05T12:02:08.463Z
2148653228,Transformational Leadership and Social Impact,"This course offers a comprehensive exploration of Environmental, Social, and Governance (ESG) factors, their impact on business models, and the role of leadership in driving social change. It covers ESG measurement, reporting, and implementation, alongside personal mastery, emotional intelligence, resilience building, and ethical leadership. The course concludes with a focus on leadership theories for social change and strategies for overcoming resistance in social innovation, equipping learners with the skills to drive positive environmental change.",ready,2024-06-12T09:00:50.207Z
2148836592,Pitch Perfect: Merangka dan Menyampaikan Cadangan yang Meyakinkan,"Kursus ini memberi tumpuan kepada seni membentang yang berkesan, merangkumi tujuan dan peluang yang ditawarkannya. Peserta belajar untuk membina dek pembentangan yang persuasif menggunakan Penceritaan Visual, fokus kepada cara menunjukkan penyelesaian dengan berkesan. Latihan ini merangkumi komponen pembentangan yang baik, menekankan bahasa tubuh, suara, dan kemahiran beradaptasi. Dengan memahami kepentingan pembentangan yang dikhususkan, peserta juga belajar untuk beradaptasi pada situasi yang tidak dijangka. Kursus ini menekankan proses langkah demi langkah dalam mencipta dek pembentangan yang berimpak untuk mendapat perhatian pemegang kepentingan, meningkatkan kesedaran, dan mendapatkan pembiayaan.",ready,2024-12-10T02:46:14.274Z
2148839291,AI for Good: Unlocking Potential for Social Impact,"Explore how Artificial Intelligence (AI) can be a powerful tool for addressing real-world challenges and driving social good. This course blends essential AI knowledge with practical applications, focusing on its use in social, environmental, and ethical contexts. Designed for Indonesian youth, this course provides the skills and insights needed to create meaningful AI-driven projects that benefit communities.",ready,2024-12-12T03:14:06.326Z
2149201423,AI for Educator (Bahagian 2),"Terokai potensi kecerdasan buatan (AI) dalam bidang pendidikan. Kandungan ini merangkumi sejarah ringkas AI, model bahasa besar (LLM), AI generatif, kejuruteraan prompt, penggunaan AI secara bertanggungjawab, serta penerapannya dalam suasana bilik darjah. Pelajari seni membina prompt bagi membantu peserta memperoleh hasil terbaik daripada Microsoft Copilot dan Image Creator daripada Designer. Temui pelbagai cara untuk mempertingkatkan proses pengajaran dan pembelajaran menggunakan alat berkuasa AI dalam sistem pelayar Microsoft Edge, Word, PowerPoint, Minecraft, dan lain-lain.		",ready,2025-10-15T09:25:28.928Z
2148653222,ESG Approach to Sustainability & Social Impact,"This course provides a comprehensive understanding of Environmental, Social, and Governance (ESG) factors and their impact on business models. It also explores leadership evolution and the design, management, and scaling of social impact business models.",ready,2024-06-12T08:50:09.788Z
2148365876,Civic Engagement,"""Civic Engagements"" is your gateway to empowerment as a future young leader within the civic engagement ecosystem. This course provides you with a permanent resource to equip you with essential knowledge, skills, and tools for your active participation in future campaigns and civic movements. You will gain a deep understanding of civic processes, learn the importance of inclusivity, develop crucial leadership skills, and embrace your civic responsibilities. ""Civic Engagements"" empowers you to make a lasting impact on your community and society as a whole by actively engaging in the democratic process.",ready,2023-10-09T02:45:11.923Z
2149223835,AI Explorers: Hour of Code with Minecraft Education,Program the Minecraft Agent to collect data about forest fires. Learn coding basics and explore a real-world example of artificial intelligence.,ready,2025-11-03T06:09:03.215Z
2148915515,Terokai AI Secara Bertanggungjawab,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-27T10:03:42.708Z
2149234138,Employee Onboarding,"Welcome abroad! We are excited to have you join us!
Whether you’re coming onboard as an intern or a full-time team member, this onboarding course is designed to help you get started smoothly!

You will be introduced to our company, including who we are, how we work, and how our teams are structured. You will also get a clear overview of our organizational chart so you can understand roles, reporting lines, and how different departments collaborate.

To help you settle in quickly, we will guide you step by step through getting started with our company software tools. This includes login instructions and introductions to the systems you will be using in your daily work. Each section includes simple explanations and tutorial videos to help you become familiar with our tools at your own pace.

We encourage you to go through each module carefully and refer back to them whenever needed. This course is here to support you as you begin your journey with us.

If you have any questions, need clarification, or face any issues along the way, please don’t hesitate to reach out to the HR team. We are always happy to help.

Once again, welcome aboard, and we wish you a great start with us!",ready,2025-11-11T03:50:03.221Z
2148653205,ESG Fundamentals: Principles and Practices,"In this course, you will develop a fundamental understanding of ESG, its significance in the corporate world, and how to apply it in a professional context. Topics covered include the basics of ESG, associated risks and opportunities, implementation strategies, and stakeholder management. The course is intended for corporate professionals who are interested in learning about ESG and is suitable for beginners who have no or little prior knowledge of ESG.",ready,2024-06-12T08:22:45.691Z
2148651878,Leveraging Digital Solutions for Business Resilience,,ready,2024-06-11T03:16:39.648Z
2149202863,Learning Accelerators in Action (EN),"This module introduces three powerful Learning Accelerators integrated into Microsoft Teams—Reading Progress, Math Progress, and Speaker Progress—each designed to strengthen essential literacy, numeracy, and communication skills in a personalized, data-driven way.		",ready,2025-10-16T06:53:45.625Z
2149192671,AI for Educator (Part 1),"Explore the potential of artificial intelligence (AI) in education. This includes a brief history of AI, large language models (LLMs), generative AI, prompt engineering, responsible use of AI, and its use in classroom settings. Delve into the art of the prompt to equip learners to get the best results from Microsoft Copilot and Image Creator from Designer. Discover various ways to enhance teaching and learning with AI-powered tools in the Microsoft Edge browser, Word, PowerPoint, Minecraft, and more.",ready,2025-10-08T10:40:33.642Z
2148651877,Unlocking Digital Success  for Women-led Businesses,,ready,2024-06-11T03:06:31.267Z
2149223770,AI Fluency (EN),"This learning path is designed to provide a comprehensive understanding of AI. It includes modules that cover various aspects of AI, starting with foundational concepts and progressing to more advanced topics.",ready,2025-11-03T03:56:39.032Z
2147807941,Personal Branding,This module will help you gain a clear understanding of personal branding and its importance in creating your unique value proposition to build a public identity with your community and potential clients.,ready,2022-03-08T06:00:52.062Z
2149245377,Project Management Onboarding,"Welcome! We will introduce you to our project management approach, including key workflows, roles, and expectations. You will gain an overview of how teams collaborate across departments, track progress, and communicate effectively throughout a project’s lifecycle.

If you have any questions or need support at any point, please reach out to the HR team or your project lead for assistance. We are here to support you every step of the way.
Welcome aboard, and we look forward to working with you!",ready,2025-11-19T13:27:13.271Z
2148894547,Developing Women-Driven Leadership Skills,"Courageous Leadership is a transformative webinar featuring Izzana Salleh, CEO of RISE Human Capital, designed to equip women entrepreneurs and professionals with essential leadership skills. This session explores key leadership traits, strategies for fostering inclusive workplaces, and ways to leverage digital tools for success. Through real-world insights and expert guidance, participants will gain the confidence to lead with impact, drive change, and thrive in today’s evolving business landscape.",ready,2025-02-07T07:20:33.551Z
2148897140,Strategic Corporate Advancement,"Strategic Corporate Advancement is designed to help businesses navigate corporate procurement, supplier expectations, and global market opportunities. Led by Mrinalini (Minnie) Venkatachalam, Regional Director for Southeast Asia and Oceania at WEConnect International, this course explores the procurement cycle, supplier selection criteria, and the role of supplier diversity. Gain practical insights into preparing your business for corporate partnerships, meeting compliance standards, and leveraging supplier networks for growth. By the end of this course, you’ll be equipped with the strategies needed to compete successfully in global supply chains.",ready,2025-02-10T10:00:19.975Z
2148897037,Financial Management for Business Growth,"Business Marketing and Branding: Financial Planning for Business Growth and Long-Term Stability is designed to equip entrepreneurs with essential financial strategies to sustain and scale their businesses. Led by Muhammad Syafiq Shamsuddin, Head of Brand & Stakeholder Management at MAVCAP, this course explores key financial planning principles, including budgeting, cash flow management, capital allocation, and risk mitigation. Learn how to make informed financial decisions, align financial goals with business objectives, and integrate Environmental, Social, and Governance (ESG) practices for long-term sustainability. By the end of this course, you'll have the knowledge and tools to create a solid financial roadmap for business success.",ready,2025-02-10T07:35:21.353Z
2148340591,Women in Entrepreneurship,"The Women in Entrepreneurship (WiE) programme is a transformative initiative dedicated to empowering and advancing women-led startups in Malaysia. Designed to bridge gender disparities in the entrepreneurial landscape, this programme offers a comprehensive platform for female entrepreneurs to thrive in the competitive tech industry. The Women in Entrepreneurship programme strives to close the gender gap in entrepreneurship, creating a level playing field for all. It fosters inclusive communities, promotes gender equality, and generates employment opportunities, contributing to the sustainable development of Malaysia.",ready,2023-09-20T01:53:27.214Z
2148861785,Explore AI Basics,Discover the world of artificial intelligence by exploring its foundational concepts and history. Learn how AI technology powers everyday items and transforms your daily life.,ready,2025-01-08T06:04:05.366Z
2148864397,Get Started with Microsoft Copilot,"This module provides an introduction to Microsoft Copilot, covering its main functions, benefits, and strategies for effective interaction. Learn about GPT model fundamentals, setup, and tips for engaging conversations.

By completing this module, you’ll be able to:
1. Critically assess the main functions and benefits of Copilot at enhancing productivity and creativity.
2. Identify and apply specific strategies to interact with Copilot effectively, ensuring productive and meaningful conversations by providing detailed prompts and feedback.
3. Explain the fundamental aspects of GPT models, including their architecture and capabilities, and how these features enable the generation of human-like text.",ready,2025-01-10T04:11:02.260Z
2148864416,Explore AI for All,"Discover how AI is transforming accessibility, job roles, and humanitarian efforts through real-world examples and case studies.

By completing this module, you'll be able to:
1. Assess how AI initiatives are enhancing accessibility for individuals with disabilities.
2. Evaluate the impact of AI on various job roles by analyzing specific examples from different sectors such as finance, healthcare, energy, manufacturing, retail, public sector, and agriculture.
3. Evaluate the effectiveness of AI-driven solutions in enhancing humanitarian action by analyzing case studies and real-world applications.",ready,2025-01-10T04:37:23.389Z
2148165761,Skills Test: Content Writing,"Assess and enhance your content writing skills with Skills Test - Content Writing. Led by industry experts, this course provides personalized evaluation and feedback to benchmark your skills against market standards. Improve your writing abilities and succeed in the competitive field of content writing. Enrol now to take the first step towards becoming a top-tier content writer.",ready,2023-03-27T13:15:46.645Z
2148348806,Getting Started to Unlocking the Power of ChatGPT: Beginner edition,"Ready to future-proof your career with Artificial Intelligence (AI)? ChatGPT is a powerful AI generative tool that can help you revolutionize the way you work. In this course, you will learn the importance of generative and possible implications AI, the capabilities of ChatGPT, as well as the importance and ethical implications of AI, so that you can use ChatGPT efficiently and responsibly, and ultimately, can be future-ready. ",ready,2023-09-26T03:57:43.109Z
2148181265,Skills Test - Admin and Customer Support,"Master the art of customer support and administrative tasks with Skills Test-Admin and Customer Support. This course provides personalised evaluation and feedback from industry experts to improve your ability to provide top-notch customer support, manage administrative tasks, and optimise workflows. Benchmark your skills against market standards and take your career to the next level. Enrol today and enhance your skills.",ready,2023-04-12T09:46:41.254Z
